"id","tradeType","tradeTypeText","lots","entry.candle.ts","entry.candle.dateString","entry.candle.day","entry.candle.open","entry.candle.high","entry.candle.low","entry.candle.close","entry.candle.volume","entry.indicators.superTrend.index","entry.indicators.superTrend.atr","entry.indicators.superTrend.pastTRList","entry.indicators.superTrend.pastTRList.1","entry.indicators.superTrend.pastTRList.2","entry.indicators.superTrend.pastTRList.3","entry.indicators.superTrend.pastTRList.4","entry.indicators.superTrend.pastTRList.5","entry.indicators.superTrend.pastTRList.6","entry.indicators.superTrend.pastTRList.7","entry.indicators.superTrend.pastTRList.8","entry.indicators.superTrend.pastTRList.9","entry.indicators.superTrend.basicUpperBound","entry.indicators.superTrend.basicLowerBound","entry.indicators.superTrend.finalUpperBound","entry.indicators.superTrend.finalLowerBound","entry.indicators.superTrend.superTrend","entry.indicators.superTrend.superTrendDirection","entry.indicators.superTrend.isUsable","PL","exit.candle.ts","exit.candle.dateString","exit.candle.day","exit.candle.open","exit.candle.high","exit.candle.low","exit.candle.close","exit.candle.volume","exit.indicators.superTrend.index","exit.indicators.superTrend.atr","exit.indicators.superTrend.pastTRList","exit.indicators.superTrend.pastTRList.1","exit.indicators.superTrend.pastTRList.2","exit.indicators.superTrend.pastTRList.3","exit.indicators.superTrend.pastTRList.4","exit.indicators.superTrend.pastTRList.5","exit.indicators.superTrend.pastTRList.6","exit.indicators.superTrend.pastTRList.7","exit.indicators.superTrend.pastTRList.8","exit.indicators.superTrend.pastTRList.9","exit.indicators.superTrend.basicUpperBound","exit.indicators.superTrend.basicLowerBound","exit.indicators.superTrend.finalUpperBound","exit.indicators.superTrend.finalLowerBound","exit.indicators.superTrend.superTrend","exit.indicators.superTrend.superTrendDirection","exit.indicators.superTrend.isUsable","exitReason","exitReasonText","brokerage"
"1acdc1ed-3168-437f-9c9a-428fbb361a07",1,"BUY",25,1501234200,"Friday, 28-Jul-17 15:00:00 IST","Friday",24729.85,24841.6,24729.85,24824.65,0,258,52.04500000000044,28.350000000002183,24.099999999998545,50.04999999999927,44.54999999999927,38.60000000000218,44.35000000000218,27.950000000000728,39,111.75,111.75,24941.86,24629.589999999997,24941.86,24653.889999999996,24653.889999999996,1,1,5497.499999999945,1501564500,"Tuesday, 01-Aug-17 10:45:00 IST","Tuesday",25085.7,25085.7,25039.5,25044.55,0,293,34.85,22.75,0,39.349999999998545,59.349999999998545,27.75,40.900000000001455,34.10000000000218,31.899999999997817,46.20000000000073,46.20000000000073,25167.149999999998,24958.05,25161.045,24958.05,25161.045,0,1,3,"FORCE_EXIT",153
"3cca4361-3813-4b2b-8553-25f41616bd73",2,"SELL",25,1501564500,"Tuesday, 01-Aug-17 10:45:00 IST","Tuesday",25085.7,25085.7,25039.5,25044.55,0,293,34.85,22.75,0,39.349999999998545,59.349999999998545,27.75,40.900000000001455,34.10000000000218,31.899999999997817,46.20000000000073,46.20000000000073,25167.149999999998,24958.05,25161.045,24958.05,25161.045,0,1,-2098.750000000018,1501579800,"Tuesday, 01-Aug-17 15:00:00 IST","Tuesday",25021.6,25135.3,25021.6,25128.5,0,310,39.965000000000146,32.5,17.350000000002183,12.349999999998545,6.25,12.349999999998545,32.599999999998545,30.75,28.100000000002183,113.70000000000073,113.70000000000073,25198.344999999998,24958.554999999997,25198.344999999998,24991.09,24991.09,1,1,3,"FORCE_EXIT",154
"20df9625-7be6-4119-8f9e-de5c5aac3314",1,"BUY",25,1501579800,"Tuesday, 01-Aug-17 15:00:00 IST","Tuesday",25021.6,25135.3,25021.6,25128.5,0,310,39.965000000000146,32.5,17.350000000002183,12.349999999998545,6.25,12.349999999998545,32.599999999998545,30.75,28.100000000002183,113.70000000000073,113.70000000000073,25198.344999999998,24958.554999999997,25198.344999999998,24991.09,24991.09,1,1,-737.5,1501659000,"Wednesday, 02-Aug-17 13:00:00 IST","Wednesday",25107.9,25107.9,25098.65,25099,0,328,17.809999999999857,35.5,14.299999999999272,17.850000000002183,9.950000000000728,20.349999999998545,25.5,15.700000000000728,20.44999999999709,9.25,9.25,25156.705,25049.845,25156.705,25049.845,25156.705,0,1,3,"FORCE_EXIT",154
"01ab05ad-8991-4d62-9864-fefb406843f4",2,"SELL",25,1501659000,"Wednesday, 02-Aug-17 13:00:00 IST","Wednesday",25107.9,25107.9,25098.65,25099,0,328,17.809999999999857,35.5,14.299999999999272,17.850000000002183,9.950000000000728,20.349999999998545,25.5,15.700000000000728,20.44999999999709,9.25,9.25,25156.705,25049.845,25156.705,25049.845,25156.705,0,1,8810.000000000036,1501834500,"Friday, 04-Aug-17 13:45:00 IST","Friday",24745.3,24749.45,24716.5,24746.6,0,383,29.090000000000508,19.150000000001455,27.049999999999272,13.700000000000728,38.20000000000073,25.900000000001455,32.349999999998545,14.950000000000728,53.70000000000073,32.95000000000073,32.95000000000073,24820.245,24645.704999999998,24820.245,24645.704999999998,24645.704999999998,1,1,3,"FORCE_EXIT",153
"818473e3-2f66-4830-a61a-17843e059ce2",1,"BUY",25,1501834500,"Friday, 04-Aug-17 13:45:00 IST","Friday",24745.3,24749.45,24716.5,24746.6,0,383,29.090000000000508,19.150000000001455,27.049999999999272,13.700000000000728,38.20000000000073,25.900000000001455,32.349999999998545,14.950000000000728,53.70000000000073,32.95000000000073,32.95000000000073,24820.245,24645.704999999998,24820.245,24645.704999999998,24645.704999999998,1,1,3762.5,1502098200,"Monday, 07-Aug-17 15:00:00 IST","Monday",24920.85,24935.45,24894.95,24897.1,0,414,26.959999999999855,9.299999999999272,30.400000000001455,24.149999999997817,16.75,33.099999999998545,15.450000000000728,28.299999999999272,31.150000000001455,40.5,40.5,24996.08,24834.32,24959.559999999998,24834.32,24959.559999999998,0,1,3,"FORCE_EXIT",153
"2a840013-9197-432e-af3a-41f9d8f5d6ee",2,"SELL",25,1502098200,"Monday, 07-Aug-17 15:00:00 IST","Monday",24920.85,24935.45,24894.95,24897.1,0,414,26.959999999999855,9.299999999999272,30.400000000001455,24.149999999997817,16.75,33.099999999998545,15.450000000000728,28.299999999999272,31.150000000001455,40.5,40.5,24996.08,24834.32,24959.559999999998,24834.32,24959.559999999998,0,1,10350,1502269200,"Wednesday, 09-Aug-17 14:30:00 IST","Wednesday",24438.3,24530.8,24438.3,24483.1,0,464,44.429999999999566,28.099999999998545,25.549999999999272,18,23.299999999999272,22.349999999998545,53.29999999999927,34.099999999998545,54.60000000000218,92.5,92.5,24617.839999999997,24351.260000000002,24617.839999999997,24383.960000000006,24383.960000000006,1,1,3,"FORCE_EXIT",152
"af681c34-e003-4fe5-87bb-25e5cd5a90ab",1,"BUY",25,1502269200,"Wednesday, 09-Aug-17 14:30:00 IST","Wednesday",24438.3,24530.8,24438.3,24483.1,0,464,44.429999999999566,28.099999999998545,25.549999999999272,18,23.299999999999272,22.349999999998545,53.29999999999927,34.099999999998545,54.60000000000218,92.5,92.5,24617.839999999997,24351.260000000002,24617.839999999997,24383.960000000006,24383.960000000006,1,1,-2514.9999999999636,1502271000,"Wednesday, 09-Aug-17 15:00:00 IST","Wednesday",24432.1,24439.5,24382.5,24382.5,0,466,45.36499999999979,18,23.299999999999272,22.349999999998545,53.29999999999927,34.099999999998545,54.60000000000218,92.5,41.5,57,57,24547.095,24274.905,24537.66,24274.905,24537.66,0,1,3,"FORCE_EXIT",151
"61121f8f-8e44-4a04-b812-27dc27811f11",2,"SELL",25,1502271000,"Wednesday, 09-Aug-17 15:00:00 IST","Wednesday",24432.1,24439.5,24382.5,24382.5,0,466,45.36499999999979,18,23.299999999999272,22.349999999998545,53.29999999999927,34.099999999998545,54.60000000000218,92.5,41.5,57,57,24547.095,24274.905,24537.66,24274.905,24537.66,0,1,2644.999999999982,1502358300,"Thursday, 10-Aug-17 15:15:00 IST","Thursday",24232.1,24293.05,24217.3,24276.7,0,493,49.08500000000059,20,49.10000000000218,53.85000000000218,28.349999999998545,33.150000000001455,20.450000000000728,86.60000000000218,47.849999999998545,75.75,75.75,24402.43,24107.92,24402.43,24122.694999999996,24122.694999999996,1,1,3,"FORCE_EXIT",151
"c5abe035-803d-42ef-a6f2-7a4fee5c616f",1,"BUY",25,1502358300,"Thursday, 10-Aug-17 15:15:00 IST","Thursday",24232.1,24293.05,24217.3,24276.7,0,493,49.08500000000059,20,49.10000000000218,53.85000000000218,28.349999999998545,33.150000000001455,20.450000000000728,86.60000000000218,47.849999999998545,75.75,75.75,24402.43,24107.92,24402.43,24122.694999999996,24122.694999999996,1,1,-7961.250000000018,1502422200,"Friday, 11-Aug-17 09:00:00 IST","Friday",23958.25,23958.25,23958.25,23958.25,0,494,39.51000000000059,49.10000000000218,53.85000000000218,28.349999999998545,33.150000000001455,20.450000000000728,86.60000000000218,47.849999999998545,75.75,0,0,24076.780000000002,23839.719999999998,24076.780000000002,23839.719999999998,24076.780000000002,0,1,3,"FORCE_EXIT",149
"b6f2aeec-4ad1-45ff-a850-479fdb935238",2,"SELL",25,1502422200,"Friday, 11-Aug-17 09:00:00 IST","Friday",23958.25,23958.25,23958.25,23958.25,0,494,39.51000000000059,49.10000000000218,53.85000000000218,28.349999999998545,33.150000000001455,20.450000000000728,86.60000000000218,47.849999999998545,75.75,0,0,24076.780000000002,23839.719999999998,24076.780000000002,23839.719999999998,24076.780000000002,0,1,-4292.500000000018,1502433000,"Friday, 11-Aug-17 12:00:00 IST","Friday",24061.55,24189.55,24061.55,24129.95,0,506,55.48499999999986,51.45000000000073,48.14999999999782,37.5,37.599999999998545,25,21.700000000000728,35.04999999999927,42.400000000001455,128,128,24292.004999999997,23959.095,24292.004999999997,23986.41,23986.41,1,1,3,"FORCE_EXIT",150
"7371b807-bc0e-46f9-a35e-32bc3df7d773",1,"BUY",25,1502433000,"Friday, 11-Aug-17 12:00:00 IST","Friday",24061.55,24189.55,24061.55,24129.95,0,506,55.48499999999986,51.45000000000073,48.14999999999782,37.5,37.599999999998545,25,21.700000000000728,35.04999999999927,42.400000000001455,128,128,24292.004999999997,23959.095,24292.004999999997,23986.41,23986.41,1,1,-3646.2500000000546,1502438400,"Friday, 11-Aug-17 13:30:00 IST","Friday",24026.05,24037.55,23984.1,23984.1,0,512,52.3,35.04999999999927,42.400000000001455,128,37.54999999999927,27.44999999999709,21,84.15000000000146,40.5,53.45000000000073,53.45000000000073,24167.725,23853.924999999996,24158.199999999997,23853.924999999996,24158.199999999997,0,1,3,"FORCE_EXIT",149
"bc02fa07-c0ca-423f-bba1-9a850907d3b4",2,"SELL",25,1502438400,"Friday, 11-Aug-17 13:30:00 IST","Friday",24026.05,24037.55,23984.1,23984.1,0,512,52.3,35.04999999999927,42.400000000001455,128,37.54999999999927,27.44999999999709,21,84.15000000000146,40.5,53.45000000000073,53.45000000000073,24167.725,23853.924999999996,24158.199999999997,23853.924999999996,24158.199999999997,0,1,-3256.25,1502682300,"Monday, 14-Aug-17 09:15:00 IST","Monday",24124.9,24124.9,24055.4,24114.35,0,521,57.01500000000088,75.29999999999927,90.45000000000073,65.55000000000291,50.70000000000073,35.900000000001455,81.55000000000291,31.700000000000728,0,69.5,69.5,24261.195000000003,23919.105,24261.195000000003,23923.92,23923.92,1,1,3,"FORCE_EXIT",150
"375caeac-256d-4ef8-a011-29f24ee2247a",1,"BUY",25,1502682300,"Monday, 14-Aug-17 09:15:00 IST","Monday",24124.9,24124.9,24055.4,24114.35,0,521,57.01500000000088,75.29999999999927,90.45000000000073,65.55000000000291,50.70000000000073,35.900000000001455,81.55000000000291,31.700000000000728,0,69.5,69.5,24261.195000000003,23919.105,24261.195000000003,23923.92,23923.92,1,1,-1452.4999999999636,1502855100,"Wednesday, 16-Aug-17 09:15:00 IST","Wednesday",24128.05,24128.05,24040.25,24056.25,0,547,37.25,37.39999999999782,20.950000000000728,18.700000000000728,18.900000000001455,35.650000000001455,26.399999999997817,38.900000000001455,0,87.79999999999927,87.79999999999927,24195.9,23972.4,24173.955,23972.4,24173.955,0,1,3,"FORCE_EXIT",150
"84799ebd-83eb-4df8-87f6-71e7ba4373d1",2,"SELL",25,1502855100,"Wednesday, 16-Aug-17 09:15:00 IST","Wednesday",24128.05,24128.05,24040.25,24056.25,0,547,37.25,37.39999999999782,20.950000000000728,18.700000000000728,18.900000000001455,35.650000000001455,26.399999999997817,38.900000000001455,0,87.79999999999927,87.79999999999927,24195.9,23972.4,24173.955,23972.4,24173.955,0,1,-1044.9999999999818,1502865900,"Wednesday, 16-Aug-17 12:15:00 IST","Wednesday",24032.7,24105.7,24030.9,24098.05,0,559,35.525,35.599999999998545,19.649999999997817,26.649999999997817,16.850000000002183,30.200000000000728,24.30000000000291,37.60000000000218,14.799999999999272,74.79999999999927,74.79999999999927,24174.875000000004,23961.725000000002,24174.875000000004,23966.33,23966.33,1,1,3,"FORCE_EXIT",150
"d76bde8a-a285-4b69-9e99-8a7d1bb8d781",1,"BUY",25,1502865900,"Wednesday, 16-Aug-17 12:15:00 IST","Wednesday",24032.7,24105.7,24030.9,24098.05,0,559,35.525,35.599999999998545,19.649999999997817,26.649999999997817,16.850000000002183,30.200000000000728,24.30000000000291,37.60000000000218,14.799999999999272,74.79999999999927,74.79999999999927,24174.875000000004,23961.725000000002,24174.875000000004,23966.33,23966.33,1,1,4756.25,1502947800,"Thursday, 17-Aug-17 11:00:00 IST","Thursday",24375.55,24375.55,24288.3,24288.3,0,580,50.93499999999986,0,71.95000000000073,62.400000000001455,81.59999999999854,23.799999999999272,39.25,25.349999999998545,30.5,87.25,87.25,24484.73,24179.12,24468.484999999997,24179.12,24468.484999999997,0,1,3,"FORCE_EXIT",150
"b63ecf8a-d26a-46eb-963e-00ee14a50709",2,"SELL",25,1502947800,"Thursday, 17-Aug-17 11:00:00 IST","Thursday",24375.55,24375.55,24288.3,24288.3,0,580,50.93499999999986,0,71.95000000000073,62.400000000001455,81.59999999999854,23.799999999999272,39.25,25.349999999998545,30.5,87.25,87.25,24484.73,24179.12,24468.484999999997,24179.12,24468.484999999997,0,1,4798.750000000018,1503048600,"Friday, 18-Aug-17 15:00:00 IST","Friday",24065.95,24096.35,24048.9,24096.35,0,621,38.33499999999912,22.099999999998545,26.799999999999272,70.84999999999854,39.400000000001455,18.799999999999272,63.75,27.700000000000728,19.049999999999272,47.44999999999709,47.44999999999709,24187.629999999997,23957.620000000003,24187.629999999997,23994.504999999997,23994.504999999997,1,1,3,"FORCE_EXIT",150
"16776424-6332-41c3-8773-9de342b79731",1,"BUY",25,1503048600,"Friday, 18-Aug-17 15:00:00 IST","Friday",24065.95,24096.35,24048.9,24096.35,0,621,38.33499999999912,22.099999999998545,26.799999999999272,70.84999999999854,39.400000000001455,18.799999999999272,63.75,27.700000000000728,19.049999999999272,47.44999999999709,47.44999999999709,24187.629999999997,23957.620000000003,24187.629999999997,23994.504999999997,23994.504999999997,1,1,-552.4999999999636,1503303300,"Monday, 21-Aug-17 13:45:00 IST","Monday",24104.25,24111.1,24063.45,24074.25,0,642,40.44500000000007,54.20000000000073,51.25,22.05000000000291,28.349999999998545,35.75,42.20000000000073,32.30000000000291,43.04999999999927,47.64999999999782,47.64999999999782,24208.61,23965.940000000002,24204.890000000003,23965.940000000002,24204.890000000003,0,1,3,"FORCE_EXIT",150
"e70eb6f8-137c-4d50-b134-5ff734aecb42",2,"SELL",25,1503303300,"Monday, 21-Aug-17 13:45:00 IST","Monday",24104.25,24111.1,24063.45,24074.25,0,642,40.44500000000007,54.20000000000073,51.25,22.05000000000291,28.349999999998545,35.75,42.20000000000073,32.30000000000291,43.04999999999927,47.64999999999782,47.64999999999782,24208.61,23965.940000000002,24204.890000000003,23965.940000000002,24204.890000000003,0,1,-158.74999999996362,1503372600,"Tuesday, 22-Aug-17 09:00:00 IST","Tuesday",24080.6,24080.6,24080.6,24080.6,0,649,46.86499999999941,43.04999999999927,47.64999999999782,42.20000000000073,90.19999999999709,60,43.20000000000073,84.45000000000073,57.89999999999782,0,0,24221.194999999996,23940.005,24221.194999999996,23940.005,23940.005,1,1,3,"FORCE_EXIT",150
"debbc401-0ab0-48ac-84d7-febdee7152e9",1,"BUY",25,1503372600,"Tuesday, 22-Aug-17 09:00:00 IST","Tuesday",24080.6,24080.6,24080.6,24080.6,0,649,46.86499999999941,43.04999999999927,47.64999999999782,42.20000000000073,90.19999999999709,60,43.20000000000073,84.45000000000073,57.89999999999782,0,0,24221.194999999996,23940.005,24221.194999999996,23940.005,23940.005,1,1,-4969.999999999982,1503374400,"Tuesday, 22-Aug-17 09:30:00 IST","Tuesday",24062.55,24069.3,23854.6,23881.8,0,651,87.98999999999977,42.20000000000073,90.19999999999709,60,43.20000000000073,84.45000000000073,57.89999999999782,0,72.54999999999927,214.70000000000073,214.70000000000073,24225.919999999995,23697.98,24175.804999999997,23697.98,24175.804999999997,0,1,3,"FORCE_EXIT",149
"447b88bb-0914-484b-ac18-a29038255bc2",2,"SELL",25,1503374400,"Tuesday, 22-Aug-17 09:30:00 IST","Tuesday",24062.55,24069.3,23854.6,23881.8,0,651,87.98999999999977,42.20000000000073,90.19999999999709,60,43.20000000000073,84.45000000000073,57.89999999999782,0,72.54999999999927,214.70000000000073,214.70000000000073,24225.919999999995,23697.98,24175.804999999997,23697.98,24175.804999999997,0,1,-5078.750000000036,1503459000,"Wednesday, 23-Aug-17 09:00:00 IST","Wednesday",24084.95,24084.95,24084.95,24084.95,0,675,37.44999999999963,30.5,47.5,66.84999999999854,41.599999999998545,44.95000000000073,38.900000000001455,47,57.19999999999709,0,0,24197.3,23972.600000000002,24197.3,23972.600000000002,23972.600000000002,1,1,3,"FORCE_EXIT",149
