"id","tradeType","tradeTypeText","lots","entry.candle.ts","entry.candle.dateString","entry.candle.day","entry.candle.open","entry.candle.high","entry.candle.low","entry.candle.close","entry.candle.volume","entry.indicators.superTrend.index","entry.indicators.superTrend.atr","entry.indicators.superTrend.pastTRList","entry.indicators.superTrend.pastTRList.1","entry.indicators.superTrend.pastTRList.2","entry.indicators.superTrend.pastTRList.3","entry.indicators.superTrend.pastTRList.4","entry.indicators.superTrend.pastTRList.5","entry.indicators.superTrend.pastTRList.6","entry.indicators.superTrend.pastTRList.7","entry.indicators.superTrend.pastTRList.8","entry.indicators.superTrend.pastTRList.9","entry.indicators.superTrend.basicUpperBound","entry.indicators.superTrend.basicLowerBound","entry.indicators.superTrend.finalUpperBound","entry.indicators.superTrend.finalLowerBound","entry.indicators.superTrend.superTrend","entry.indicators.superTrend.superTrendDirection","entry.indicators.superTrend.isUsable","PL","exit.candle.ts","exit.candle.dateString","exit.candle.day","exit.candle.open","exit.candle.high","exit.candle.low","exit.candle.close","exit.candle.volume","exit.indicators.superTrend.index","exit.indicators.superTrend.atr","exit.indicators.superTrend.pastTRList","exit.indicators.superTrend.pastTRList.1","exit.indicators.superTrend.pastTRList.2","exit.indicators.superTrend.pastTRList.3","exit.indicators.superTrend.pastTRList.4","exit.indicators.superTrend.pastTRList.5","exit.indicators.superTrend.pastTRList.6","exit.indicators.superTrend.pastTRList.7","exit.indicators.superTrend.pastTRList.8","exit.indicators.superTrend.pastTRList.9","exit.indicators.superTrend.basicUpperBound","exit.indicators.superTrend.basicLowerBound","exit.indicators.superTrend.finalUpperBound","exit.indicators.superTrend.finalLowerBound","exit.indicators.superTrend.superTrend","exit.indicators.superTrend.superTrendDirection","exit.indicators.superTrend.isUsable","exitReason","exitReasonText","brokerage"
"6bac0999-a614-4950-86a9-336807544d59",1,"BUY",25,1500271200,"Monday, 17-Jul-17 11:30:00 IST","Monday",23980.05,23983.05,23964.9,23979.65,0,11,35.25499999999956,65.5,72.14999999999782,30.400000000001455,34.69999999999709,25.350000000002183,28.200000000000728,27.049999999999272,32.900000000001455,18.149999999997817,18.149999999997817,24079.739999999998,23868.21,24079.739999999998,23914.344999999998,23914.344999999998,1,1,-537.5,1500348600,"Tuesday, 18-Jul-17 09:00:00 IST","Tuesday",23958.15,23958.15,23958.15,23958.15,0,27,28.51000000000022,22.299999999999272,38.64999999999782,30.5,29.549999999999272,35.150000000001455,45.75,36.10000000000218,47.10000000000218,0,0,24043.68,23872.620000000003,24043.68,23872.620000000003,24043.68,0,1,3,"FORCE_EXIT",149
"ef3ce5b7-91ff-45bc-8852-1476afed1b14",2,"SELL",25,1500348600,"Tuesday, 18-Jul-17 09:00:00 IST","Tuesday",23958.15,23958.15,23958.15,23958.15,0,27,28.51000000000022,22.299999999999272,38.64999999999782,30.5,29.549999999999272,35.150000000001455,45.75,36.10000000000218,47.10000000000218,0,0,24043.68,23872.620000000003,24043.68,23872.620000000003,24043.68,0,1,-2573.7499999999272,1500349500,"Tuesday, 18-Jul-17 09:15:00 IST","Tuesday",23992.45,24067.7,23991.85,24061.1,0,28,41.450000000000735,38.64999999999782,30.5,29.549999999999272,35.150000000001455,45.75,36.10000000000218,47.10000000000218,0,75.85000000000218,75.85000000000218,24154.125000000004,23905.425,24154.125000000004,23921.49,23921.49,1,1,3,"FORCE_EXIT",149
"83b57470-09cf-4e52-8e74-0849948cc1bb",1,"BUY",25,1500349500,"Tuesday, 18-Jul-17 09:15:00 IST","Tuesday",23992.45,24067.7,23991.85,24061.1,0,28,41.450000000000735,38.64999999999782,30.5,29.549999999999272,35.150000000001455,45.75,36.10000000000218,47.10000000000218,0,75.85000000000218,75.85000000000218,24154.125000000004,23905.425,24154.125000000004,23921.49,23921.49,1,1,-469.9999999999818,1500369300,"Tuesday, 18-Jul-17 14:45:00 IST","Tuesday",24072.5,24072.5,24008.5,24042.3,0,50,41.15,13.599999999998545,30.399999999997817,46.25,28.200000000000728,44.849999999998545,31.400000000001455,13.30000000000291,75.5,64,64,24163.95,23917.05,24137.965,23917.05,24137.965,0,1,3,"FORCE_EXIT",149
"c12a6dfa-e81e-4a05-938b-2dedf00cd5ea",2,"SELL",25,1500369300,"Tuesday, 18-Jul-17 14:45:00 IST","Tuesday",24072.5,24072.5,24008.5,24042.3,0,50,41.15,13.599999999998545,30.399999999997817,46.25,28.200000000000728,44.849999999998545,31.400000000001455,13.30000000000291,75.5,64,64,24163.95,23917.05,24137.965,23917.05,24137.965,0,1,-2307.499999999982,1500440400,"Wednesday, 19-Jul-17 10:30:00 IST","Wednesday",24126.7,24141.85,24125.8,24134.6,0,58,28.734999999999488,64,26.899999999997817,16.25,26.349999999998545,47.29999999999927,42.25,23.099999999998545,9.100000000002183,16.049999999999272,16.049999999999272,24220.029999999995,24047.62,24220.029999999995,24047.62,24047.62,1,1,3,"FORCE_EXIT",150
"2cec303e-6f4c-406e-be55-55359597e3cc",1,"BUY",25,1500440400,"Wednesday, 19-Jul-17 10:30:00 IST","Wednesday",24126.7,24141.85,24125.8,24134.6,0,58,28.734999999999488,64,26.899999999997817,16.25,26.349999999998545,47.29999999999927,42.25,23.099999999998545,9.100000000002183,16.049999999999272,16.049999999999272,24220.029999999995,24047.62,24220.029999999995,24047.62,24047.62,1,1,1556.25,1500608700,"Friday, 21-Jul-17 09:15:00 IST","Friday",24226.55,24226.55,24155.2,24196.85,0,105,37.03500000000058,59.650000000001455,36.900000000001455,16.350000000002183,28.950000000000728,18.549999999999272,41.05000000000291,26.200000000000728,0,71.34999999999854,71.34999999999854,24301.980000000003,24079.769999999997,24287.9,24079.769999999997,24287.9,0,1,3,"FORCE_EXIT",150
"cab5b4b7-7257-4443-8a38-e18cd6619320",2,"SELL",25,1500608700,"Friday, 21-Jul-17 09:15:00 IST","Friday",24226.55,24226.55,24155.2,24196.85,0,105,37.03500000000058,59.650000000001455,36.900000000001455,16.350000000002183,28.950000000000728,18.549999999999272,41.05000000000291,26.200000000000728,0,71.34999999999854,71.34999999999854,24301.980000000003,24079.769999999997,24287.9,24079.769999999997,24287.9,0,1,-577.5000000000546,1500626700,"Friday, 21-Jul-17 14:15:00 IST","Friday",24179.25,24225.65,24179.25,24219.95,0,125,44.83000000000028,20.700000000000728,37.150000000001455,42.5,77.45000000000073,50.599999999998545,55.900000000001455,36.14999999999782,35.04999999999927,46.400000000001455,46.400000000001455,24336.940000000002,24067.96,24336.940000000002,24073.33,24073.33,1,1,3,"FORCE_EXIT",150
"31661f03-068c-47fb-8a96-de614c1b35b9",1,"BUY",25,1500626700,"Friday, 21-Jul-17 14:15:00 IST","Friday",24179.25,24225.65,24179.25,24219.95,0,125,44.83000000000028,20.700000000000728,37.150000000001455,42.5,77.45000000000073,50.599999999998545,55.900000000001455,36.14999999999782,35.04999999999927,46.400000000001455,46.400000000001455,24336.940000000002,24067.96,24336.940000000002,24073.33,24073.33,1,1,7359.999999999945,1500954300,"Tuesday, 25-Jul-17 09:15:00 IST","Tuesday",24518.6,24547.15,24511.3,24514.35,0,157,28.47999999999956,27.94999999999709,33.400000000001455,25.349999999998545,31.94999999999709,45.29999999999927,21.849999999998545,27.299999999999272,0,35.85000000000218,35.85000000000218,24614.664999999997,24443.785,24607.974999999995,24443.785,24607.974999999995,0,1,3,"FORCE_EXIT",151
"859ad3aa-db74-40b3-82a3-f5df2ad84daa",2,"SELL",25,1500954300,"Tuesday, 25-Jul-17 09:15:00 IST","Tuesday",24518.6,24547.15,24511.3,24514.35,0,157,28.47999999999956,27.94999999999709,33.400000000001455,25.349999999998545,31.94999999999709,45.29999999999927,21.849999999998545,27.299999999999272,0,35.85000000000218,35.85000000000218,24614.664999999997,24443.785,24607.974999999995,24443.785,24607.974999999995,0,1,-1595.0000000000728,1501039800,"Wednesday, 26-Jul-17 09:00:00 IST","Wednesday",24578.15,24578.15,24578.15,24578.15,0,182,22.874999999999634,19.700000000000728,25.799999999999272,31.849999999998545,24.94999999999709,32.75,28.850000000002183,50.39999999999782,14.450000000000728,0,0,24646.775,24509.525,24646.775,24509.525,24509.525,1,1,3,"FORCE_EXIT",152
"8572ecde-72aa-49fb-ba29-a70836b59530",1,"BUY",25,1501039800,"Wednesday, 26-Jul-17 09:00:00 IST","Wednesday",24578.15,24578.15,24578.15,24578.15,0,182,22.874999999999634,19.700000000000728,25.799999999999272,31.849999999998545,24.94999999999709,32.75,28.850000000002183,50.39999999999782,14.450000000000728,0,0,24646.775,24509.525,24646.775,24509.525,24509.525,1,1,7807.499999999982,1501147800,"Thursday, 27-Jul-17 15:00:00 IST","Thursday",24994.6,25014.25,24866.4,24890.45,0,232,57.189999999999785,34.650000000001455,19.799999999999272,25.099999999998545,58.60000000000218,17.5,35.10000000000218,59,26.44999999999709,147.84999999999854,147.84999999999854,25111.895,24768.755,25047.11,24768.755,25047.11,0,1,3,"FORCE_EXIT",153
"830a0036-6635-450f-8486-2104a6e37653",2,"SELL",25,1501147800,"Thursday, 27-Jul-17 15:00:00 IST","Thursday",24994.6,25014.25,24866.4,24890.45,0,232,57.189999999999785,34.650000000001455,19.799999999999272,25.099999999998545,58.60000000000218,17.5,35.10000000000218,59,26.44999999999709,147.84999999999854,147.84999999999854,25111.895,24768.755,25047.11,24768.755,25047.11,0,1,1644.9999999999818,1501234200,"Friday, 28-Jul-17 15:00:00 IST","Friday",24729.85,24841.6,24729.85,24824.65,0,258,52.04500000000044,28.350000000002183,24.099999999998545,50.04999999999927,44.54999999999927,38.60000000000218,44.35000000000218,27.950000000000728,39,111.75,111.75,24941.86,24629.589999999997,24941.86,24653.889999999996,24653.889999999996,1,1,3,"FORCE_EXIT",153
